metric,mean,std,min,max
accuracy,0.9916666666666668,0.00760725774312728,0.9861111111111112,1.0
macro_precision,0.9961538461538462,0.0035110420352895137,0.9935897435897436,1.0
macro_recall,0.9714285714285715,0.026082026547865022,0.9523809523809524,1.0
macro_f1,0.9826736370425688,0.01581673305217811,0.9711227284042817,1.0
待加強_f1,0.9538461538461538,0.04213250442347429,0.9230769230769231,1.0
尚可_f1,0.9941747572815534,0.005317694733059863,0.9902912621359223,1.0
精熟_f1,1.0,0.0,1.0,1.0
