seed,accuracy,macro_precision,macro_recall,macro_f1,待加強_f1,尚可_f1,精熟_f1
42,0.9861111111111112,0.9935897435897436,0.9523809523809524,0.9711227284042817,0.9230769230769231,0.9902912621359223,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,0.9861111111111112,0.9935897435897436,0.9523809523809524,0.9711227284042817,0.9230769230769231,0.9902912621359223,1.0
2024,0.9861111111111112,0.9935897435897436,0.9523809523809524,0.9711227284042817,0.9230769230769231,0.9902912621359223,1.0
999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
