Epoch,Eval_Loss,Eval_Accuracy
1.0,0.26749223470687866,0.8994974874371859
2.0,0.206438809633255,0.9447236180904522
3.0,0.10588186979293823,0.9698492462311558
3.0,0.10588186979293823,0.9698492462311558
