Epoch,Eval_Loss,Eval_Accuracy,待加強_precision,待加強_recall,待加強_f1,待加強_accuracy,尚可_precision,尚可_recall,尚可_f1,尚可_accuracy,精熟_precision,精熟_recall,精熟_f1,精熟_accuracy
1.0,1.0443167686462402,0.676056338028169,0.0,0.0,0.0,0.0,0.71875,0.9019607843137255,0.8,0.9019607843137255,0.2857142857142857,0.15384615384615385,0.2,0.15384615384615385
2.0,1.041297435760498,0.6619718309859155,0.0,0.0,0.0,0.0,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8235294117647058,0.35714285714285715,0.38461538461538464,0.37037037037037035,0.38461538461538464
3.0,0.9258989095687866,0.676056338028169,0.0,0.0,0.0,0.0,0.7258064516129032,0.8823529411764706,0.7964601769911505,0.8823529411764706,0.3333333333333333,0.23076923076923078,0.2727272727272727,0.23076923076923078
4.0,1.1827138662338257,0.7183098591549296,0.0,0.0,0.0,0.0,0.7424242424242424,0.9607843137254902,0.8376068376068376,0.9607843137254902,0.5,0.15384615384615385,0.23529411764705882,0.15384615384615385
5.0,1.0622260570526123,0.7746478873239436,0.6,0.8571428571428571,0.7058823529411765,0.8571428571428571,0.8431372549019608,0.8431372549019608,0.8431372549019608,0.8431372549019608,0.6,0.46153846153846156,0.5217391304347826,0.46153846153846156
6.0,1.3235160112380981,0.7605633802816901,0.8,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.84,0.8235294117647058,0.8316831683168316,0.8235294117647058,0.5,0.6153846153846154,0.5517241379310345,0.6153846153846154
7.0,1.5230824947357178,0.8028169014084507,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
8.0,1.6186124086380005,0.8169014084507042,0.75,0.8571428571428571,0.8,0.8571428571428571,0.8653846153846154,0.8823529411764706,0.8737864077669902,0.8823529411764706,0.6363636363636364,0.5384615384615384,0.5833333333333334,0.5384615384615384
9.0,1.8998552560806274,0.8169014084507042,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.8392857142857143,0.9215686274509803,0.8785046728971962,0.9215686274509803,0.6363636363636364,0.5384615384615384,0.5833333333333334,0.5384615384615384
10.0,1.6268446445465088,0.7887323943661971,1.0,0.7142857142857143,0.8333333333333334,0.7142857142857143,0.86,0.8431372549019608,0.8514851485148515,0.8431372549019608,0.5,0.6153846153846154,0.5517241379310345,0.6153846153846154
10.0,1.5230824947357178,0.8028169014084507,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
