Epoch,Eval_Loss,Eval_Accuracy,待加強_precision,待加強_recall,待加強_f1,待加強_accuracy,尚可_precision,尚可_recall,尚可_f1,尚可_accuracy,精熟_precision,精熟_recall,精熟_f1,精熟_accuracy
1.0,1.015645980834961,0.7183098591549296,0.0,0.0,0.0,0.0,0.7183098591549296,1.0,0.8360655737704918,1.0,0.0,0.0,0.0,0.0
2.0,0.9368041157722473,0.704225352112676,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7884615384615384,0.803921568627451,0.7961165048543689,0.803921568627451,0.25,0.23076923076923078,0.24,0.23076923076923078
3.0,0.3247694671154022,0.9154929577464789,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9259259259259259,0.9803921568627451,0.9523809523809523,0.9803921568627451,0.9,0.6923076923076923,0.782608695652174,0.6923076923076923
4.0,0.27369487285614014,0.9295774647887324,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9433962264150944,0.9803921568627451,0.9615384615384616,0.9803921568627451,0.9090909090909091,0.7692307692307693,0.8333333333333334,0.7692307692307693
5.0,0.13349847495555878,0.971830985915493,0.875,1.0,0.9333333333333333,1.0,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.9803921568627451,1.0,0.9230769230769231,0.96,0.9230769230769231
6.0,0.22494705021381378,0.9577464788732394,1.0,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.8571428571428571,0.9230769230769231,0.8888888888888888,0.9230769230769231
7.0,0.21645021438598633,0.971830985915493,1.0,1.0,1.0,1.0,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
8.0,0.1271832287311554,0.9577464788732394,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9696969696969697,0.9411764705882353,0.8125,1.0,0.896551724137931,1.0
9.0,0.6678934097290039,0.9295774647887324,1.0,1.0,1.0,1.0,0.9259259259259259,0.9803921568627451,0.9523809523809523,0.9803921568627451,0.9,0.6923076923076923,0.782608695652174,0.6923076923076923
10.0,0.23749689757823944,0.9577464788732394,1.0,1.0,1.0,1.0,0.98,0.9607843137254902,0.9702970297029703,0.9607843137254902,0.8571428571428571,0.9230769230769231,0.8888888888888888,0.9230769230769231
10.0,0.21645021438598633,0.971830985915493,1.0,1.0,1.0,1.0,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
